 0, 0, 0, 0
 0, 0, 1, 2
 0, 0, 2, 3
 0, 0, 3, 4
 0, 0, 4, 5
 0, 0, 5, 6
 0, 0, 6, 7
 0, 0, 7, 8
 0, 0, 8, 9
 0, 0, 9, 10
 0, 0, 10, 11
 0, 0, 11, 12
 0, 0, 12, 13
 0, 0, 13, 14
 0, 0, 14, 15
 0, 0, 15, 16
 0, 0, 16, 17
 0, 0, 17, 18
 0, 0, 18, 19
 0, 0, 19, 19
 0, 1, 0, 1
 0, 1, 1, 3
 0, 1, 2, 4
 0, 1, 3, 5
 0, 1, 4, 6
 0, 1, 5, 7
 0, 1, 6, 8
 0, 1, 7, 9
 0, 1, 8, 10
 0, 1, 9, 11
 0, 1, 10, 12
 0, 1, 11, 13
 0, 1, 12, 14
 0, 1, 13, 15
 0, 1, 14, 16
 0, 1, 15, 17
 0, 1, 16, 18
 0, 1, 17, 19
 0, 1, 18, 19
 0, 1, 19, 19
 0, 2, 0, 2
 0, 2, 1, 4
 0, 2, 2, 5
 0, 2, 3, 6
 0, 2, 4, 7
 0, 2, 5, 8
 0, 2, 6, 9
 0, 2, 7, 10
 0, 2, 8, 11
 0, 2, 9, 12
 0, 2, 10, 13
 0, 2, 11, 14
 0, 2, 12, 15
 0, 2, 13, 16
 0, 2, 14, 17
 0, 2, 15, 18
 0, 2, 16, 19
 0, 2, 17, 19
 0, 2, 18, 19
 0, 2, 19, 19
 0, 3, 0, 3
 0, 3, 1, 5
 0, 3, 2, 6
 0, 3, 3, 7
 0, 3, 4, 8
 0, 3, 5, 9
 0, 3, 6, 10
 0, 3, 7, 11
 0, 3, 8, 12
 0, 3, 9, 13
 0, 3, 10, 14
 0, 3, 11, 15
 0, 3, 12, 16
 0, 3, 13, 17
 0, 3, 14, 18
 0, 3, 15, 19
 0, 3, 16, 19
 0, 3, 17, 19
 0, 3, 18, 19
 0, 3, 19, 19
 0, 4, 0, 4
 0, 4, 1, 6
 0, 4, 2, 7
 0, 4, 3, 8
 0, 4, 4, 9
 0, 4, 5, 10
 0, 4, 6, 11
 0, 4, 7, 12
 0, 4, 8, 13
 0, 4, 9, 14
 0, 4, 10, 15
 0, 4, 11, 16
 0, 4, 12, 17
 0, 4, 13, 18
 0, 4, 14, 19
 0, 4, 15, 19
 0, 4, 16, 19
 0, 4, 17, 19
 0, 4, 18, 19
 0, 4, 19, 19
 0, 5, 0, 5
 0, 5, 1, 7
 0, 5, 2, 8
 0, 5, 3, 9
 0, 5, 4, 10
 0, 5, 5, 11
 0, 5, 6, 12
 0, 5, 7, 13
 0, 5, 8, 14
 0, 5, 9, 15
 0, 5, 10, 16
 0, 5, 11, 17
 0, 5, 12, 18
 0, 5, 13, 19
 0, 5, 14, 19
 0, 5, 15, 19
 0, 5, 16, 19
 0, 5, 17, 19
 0, 5, 18, 19
 0, 5, 19, 19
 0, 6, 0, 6
 0, 6, 1, 8
 0, 6, 2, 9
 0, 6, 3, 10
 0, 6, 4, 11
 0, 6, 5, 12
 0, 6, 6, 13
 0, 6, 7, 14
 0, 6, 8, 15
 0, 6, 9, 16
 0, 6, 10, 17
 0, 6, 11, 18
 0, 6, 12, 19
 0, 6, 13, 19
 0, 6, 14, 19
 0, 6, 15, 19
 0, 6, 16, 19
 0, 6, 17, 19
 0, 6, 18, 19
 0, 6, 19, 19
 0, 7, 0, 7
 0, 7, 1, 9
 0, 7, 2, 10
 0, 7, 3, 11
 0, 7, 4, 12
 0, 7, 5, 13
 0, 7, 6, 14
 0, 7, 7, 15
 0, 7, 8, 16
 0, 7, 9, 17
 0, 7, 10, 18
 0, 7, 11, 19
 0, 7, 12, 19
 0, 7, 13, 19
 0, 7, 14, 19
 0, 7, 15, 19
 0, 7, 16, 19
 0, 7, 17, 19
 0, 7, 18, 19
 0, 7, 19, 19
 0, 8, 0, 8
 0, 8, 1, 10
 0, 8, 2, 11
 0, 8, 3, 12
 0, 8, 4, 13
 0, 8, 5, 14
 0, 8, 6, 15
 0, 8, 7, 16
 0, 8, 8, 17
 0, 8, 9, 18
 0, 8, 10, 19
 0, 8, 11, 19
 0, 8, 12, 19
 0, 8, 13, 19
 0, 8, 14, 19
 0, 8, 15, 19
 0, 8, 16, 19
 0, 8, 17, 19
 0, 8, 18, 19
 0, 8, 19, 19
 0, 9, 0, 9
 0, 9, 1, 11
 0, 9, 2, 12
 0, 9, 3, 13
 0, 9, 4, 14
 0, 9, 5, 15
 0, 9, 6, 16
 0, 9, 7, 17
 0, 9, 8, 18
 0, 9, 9, 19
 0, 9, 10, 19
 0, 9, 11, 19
 0, 9, 12, 19
 0, 9, 13, 19
 0, 9, 14, 19
 0, 9, 15, 19
 0, 9, 16, 19
 0, 9, 17, 19
 0, 9, 18, 19
 0, 9, 19, 19
 0, 10, 0, 10
 0, 10, 1, 12
 0, 10, 2, 13
 0, 10, 3, 14
 0, 10, 4, 15
 0, 10, 5, 16
 0, 10, 6, 17
 0, 10, 7, 18
 0, 10, 8, 19
 0, 10, 9, 19
 0, 10, 10, 19
 0, 10, 11, 19
 0, 10, 12, 19
 0, 10, 13, 19
 0, 10, 14, 19
 0, 10, 15, 19
 0, 10, 16, 19
 0, 10, 17, 19
 0, 10, 18, 19
 0, 10, 19, 19
 0, 11, 0, 11
 0, 11, 1, 13
 0, 11, 2, 14
 0, 11, 3, 15
 0, 11, 4, 16
 0, 11, 5, 17
 0, 11, 6, 18
 0, 11, 7, 19
 0, 11, 8, 19
 0, 11, 9, 19
 0, 11, 10, 19
 0, 11, 11, 19
 0, 11, 12, 19
 0, 11, 13, 19
 0, 11, 14, 19
 0, 11, 15, 19
 0, 11, 16, 19
 0, 11, 17, 19
 0, 11, 18, 19
 0, 11, 19, 19
 0, 12, 0, 12
 0, 12, 1, 14
 0, 12, 2, 15
 0, 12, 3, 16
 0, 12, 4, 17
 0, 12, 5, 18
 0, 12, 6, 19
 0, 12, 7, 19
 0, 12, 8, 19
 0, 12, 9, 19
 0, 12, 10, 19
 0, 12, 11, 19
 0, 12, 12, 19
 0, 12, 13, 19
 0, 12, 14, 19
 0, 12, 15, 19
 0, 12, 16, 19
 0, 12, 17, 19
 0, 12, 18, 19
 0, 12, 19, 19
 0, 13, 0, 13
 0, 13, 1, 15
 0, 13, 2, 16
 0, 13, 3, 17
 0, 13, 4, 18
 0, 13, 5, 19
 0, 13, 6, 19
 0, 13, 7, 19
 0, 13, 8, 19
 0, 13, 9, 19
 0, 13, 10, 19
 0, 13, 11, 19
 0, 13, 12, 19
 0, 13, 13, 19
 0, 13, 14, 19
 0, 13, 15, 19
 0, 13, 16, 19
 0, 13, 17, 19
 0, 13, 18, 19
 0, 13, 19, 19
 0, 14, 0, 14
 0, 14, 1, 16
 0, 14, 2, 17
 0, 14, 3, 18
 0, 14, 4, 19
 0, 14, 5, 19
 0, 14, 6, 19
 0, 14, 7, 19
 0, 14, 8, 19
 0, 14, 9, 19
 0, 14, 10, 19
 0, 14, 11, 19
 0, 14, 12, 19
 0, 14, 13, 19
 0, 14, 14, 19
 0, 14, 15, 19
 0, 14, 16, 19
 0, 14, 17, 19
 0, 14, 18, 19
 0, 14, 19, 19
 0, 15, 0, 15
 0, 15, 1, 17
 0, 15, 2, 18
 0, 15, 3, 19
 0, 15, 4, 19
 0, 15, 5, 19
 0, 15, 6, 19
 0, 15, 7, 19
 0, 15, 8, 19
 0, 15, 9, 19
 0, 15, 10, 19
 0, 15, 11, 19
 0, 15, 12, 19
 0, 15, 13, 19
 0, 15, 14, 19
 0, 15, 15, 19
 0, 15, 16, 19
 0, 15, 17, 19
 0, 15, 18, 19
 0, 15, 19, 19
 0, 16, 0, 16
 0, 16, 1, 18
 0, 16, 2, 19
 0, 16, 3, 19
 0, 16, 4, 19
 0, 16, 5, 19
 0, 16, 6, 19
 0, 16, 7, 19
 0, 16, 8, 19
 0, 16, 9, 19
 0, 16, 10, 19
 0, 16, 11, 19
 0, 16, 12, 19
 0, 16, 13, 19
 0, 16, 14, 19
 0, 16, 15, 19
 0, 16, 16, 19
 0, 16, 17, 19
 0, 16, 18, 19
 0, 16, 19, 19
 0, 17, 0, 17
 0, 17, 1, 19
 0, 17, 2, 19
 0, 17, 3, 19
 0, 17, 4, 19
 0, 17, 5, 19
 0, 17, 6, 19
 0, 17, 7, 19
 0, 17, 8, 19
 0, 17, 9, 19
 0, 17, 10, 19
 0, 17, 11, 19
 0, 17, 12, 19
 0, 17, 13, 19
 0, 17, 14, 19
 0, 17, 15, 19
 0, 17, 16, 19
 0, 17, 17, 19
 0, 17, 18, 19
 0, 17, 19, 19
 0, 18, 0, 18
 0, 18, 1, 19
 0, 18, 2, 19
 0, 18, 3, 19
 0, 18, 4, 19
 0, 18, 5, 19
 0, 18, 6, 19
 0, 18, 7, 19
 0, 18, 8, 19
 0, 18, 9, 19
 0, 18, 10, 19
 0, 18, 11, 19
 0, 18, 12, 19
 0, 18, 13, 19
 0, 18, 14, 19
 0, 18, 15, 19
 0, 18, 16, 19
 0, 18, 17, 19
 0, 18, 18, 19
 0, 18, 19, 19
 0, 19, 0, 19
 0, 19, 1, 19
 0, 19, 2, 19
 0, 19, 3, 19
 0, 19, 4, 19
 0, 19, 5, 19
 0, 19, 6, 19
 0, 19, 7, 19
 0, 19, 8, 19
 0, 19, 9, 19
 0, 19, 10, 19
 0, 19, 11, 19
 0, 19, 12, 19
 0, 19, 13, 19
 0, 19, 14, 19
 0, 19, 15, 19
 0, 19, 16, 19
 0, 19, 17, 19
 0, 19, 18, 19
 0, 19, 19, 19
 1, 0, 0, 0
 1, 0, 1, 1
 1, 0, 2, 2
 1, 0, 3, 3
 1, 0, 4, 4
 1, 0, 5, 5
 1, 0, 6, 6
 1, 0, 7, 7
 1, 0, 8, 8
 1, 0, 9, 9
 1, 0, 10, 10
 1, 0, 11, 11
 1, 0, 12, 12
 1, 0, 13, 13
 1, 0, 14, 14
 1, 0, 15, 15
 1, 0, 16, 16
 1, 0, 17, 17
 1, 0, 18, 18
 1, 0, 19, 18
 2, 0, 0, 0
 2, 0, 1, 0
 2, 0, 2, 1
 2, 0, 3, 2
 2, 0, 4, 3
 2, 0, 5, 4
 2, 0, 6, 5
 2, 0, 7, 6
 2, 0, 8, 7
 2, 0, 9, 8
 2, 0, 10, 9
 2, 0, 11, 10
 2, 0, 12, 11
 2, 0, 13, 12
 2, 0, 14, 13
 2, 0, 15, 14
 2, 0, 16, 15
 2, 0, 17, 16
 2, 0, 18, 17
 2, 0, 19, 17
 3, 0, 0, 0
 3, 0, 1, 0
 3, 0, 2, 0
 3, 0, 3, 1
 3, 0, 4, 2
 3, 0, 5, 3
 3, 0, 6, 4
 3, 0, 7, 5
 3, 0, 8, 6
 3, 0, 9, 7
 3, 0, 10, 8
 3, 0, 11, 9
 3, 0, 12, 10
 3, 0, 13, 11
 3, 0, 14, 12
 3, 0, 15, 13
 3, 0, 16, 14
 3, 0, 17, 15
 3, 0, 18, 16
 3, 0, 19, 16
 4, 0, 0, 0
 4, 0, 1, 0
 4, 0, 2, 0
 4, 0, 3, 0
 4, 0, 4, 1
 4, 0, 5, 2
 4, 0, 6, 3
 4, 0, 7, 4
 4, 0, 8, 5
 4, 0, 9, 6
 4, 0, 10, 7
 4, 0, 11, 8
 4, 0, 12, 9
 4, 0, 13, 10
 4, 0, 14, 11
 4, 0, 15, 12
 4, 0, 16, 13
 4, 0, 17, 14
 4, 0, 18, 15
 4, 0, 19, 15
 5, 0, 0, 0
 5, 0, 1, 0
 5, 0, 2, 0
 5, 0, 3, 0
 5, 0, 4, 0
 5, 0, 5, 1
 5, 0, 6, 2
 5, 0, 7, 3
 5, 0, 8, 4
 5, 0, 9, 5
 5, 0, 10, 6
 5, 0, 11, 7
 5, 0, 12, 8
 5, 0, 13, 9
 5, 0, 14, 10
 5, 0, 15, 11
 5, 0, 16, 12
 5, 0, 17, 13
 5, 0, 18, 14
 5, 0, 19, 14
 6, 0, 0, 0
 6, 0, 1, 0
 6, 0, 2, 0
 6, 0, 3, 0
 6, 0, 4, 0
 6, 0, 5, 0
 6, 0, 6, 1
 6, 0, 7, 2
 6, 0, 8, 3
 6, 0, 9, 4
 6, 0, 10, 5
 6, 0, 11, 6
 6, 0, 12, 7
 6, 0, 13, 8
 6, 0, 14, 9
 6, 0, 15, 10
 6, 0, 16, 11
 6, 0, 17, 12
 6, 0, 18, 13
 6, 0, 19, 13
 7, 0, 0, 0
 7, 0, 1, 0
 7, 0, 2, 0
 7, 0, 3, 0
 7, 0, 4, 0
 7, 0, 5, 0
 7, 0, 6, 0
 7, 0, 7, 1
 7, 0, 8, 2
 7, 0, 9, 3
 7, 0, 10, 4
 7, 0, 11, 5
 7, 0, 12, 6
 7, 0, 13, 7
 7, 0, 14, 8
 7, 0, 15, 9
 7, 0, 16, 10
 7, 0, 17, 11
 7, 0, 18, 12
 7, 0, 19, 12
 8, 0, 0, 0
 8, 0, 1, 0
 8, 0, 2, 0
 8, 0, 3, 0
 8, 0, 4, 0
 8, 0, 5, 0
 8, 0, 6, 0
 8, 0, 7, 0
 8, 0, 8, 1
 8, 0, 9, 2
 8, 0, 10, 3
 8, 0, 11, 4
 8, 0, 12, 5
 8, 0, 13, 6
 8, 0, 14, 7
 8, 0, 15, 8
 8, 0, 16, 9
 8, 0, 17, 10
 8, 0, 18, 11
 8, 0, 19, 11
 9, 0, 0, 0
 9, 0, 1, 0
 9, 0, 2, 0
 9, 0, 3, 0
 9, 0, 4, 0
 9, 0, 5, 0
 9, 0, 6, 0
 9, 0, 7, 0
 9, 0, 8, 0
 9, 0, 9, 1
 9, 0, 10, 2
 9, 0, 11, 3
 9, 0, 12, 4
 9, 0, 13, 5
 9, 0, 14, 6
 9, 0, 15, 7
 9, 0, 16, 8
 9, 0, 17, 9
 9, 0, 18, 10
 9, 0, 19, 10
 10, 0, 0, 0
 10, 0, 1, 0
 10, 0, 2, 0
 10, 0, 3, 0
 10, 0, 4, 0
 10, 0, 5, 0
 10, 0, 6, 0
 10, 0, 7, 0
 10, 0, 8, 0
 10, 0, 9, 0
 10, 0, 10, 1
 10, 0, 11, 2
 10, 0, 12, 3
 10, 0, 13, 4
 10, 0, 14, 5
 10, 0, 15, 6
 10, 0, 16, 7
 10, 0, 17, 8
 10, 0, 18, 9
 10, 0, 19, 9
 11, 0, 0, 0
 11, 0, 1, 0
 11, 0, 2, 0
 11, 0, 3, 0
 11, 0, 4, 0
 11, 0, 5, 0
 11, 0, 6, 0
 11, 0, 7, 0
 11, 0, 8, 0
 11, 0, 9, 0
 11, 0, 10, 0
 11, 0, 11, 1
 11, 0, 12, 2
 11, 0, 13, 3
 11, 0, 14, 4
 11, 0, 15, 5
 11, 0, 16, 6
 11, 0, 17, 7
 11, 0, 18, 8
 11, 0, 19, 8
 12, 0, 0, 0
 12, 0, 1, 0
 12, 0, 2, 0
 12, 0, 3, 0
 12, 0, 4, 0
 12, 0, 5, 0
 12, 0, 6, 0
 12, 0, 7, 0
 12, 0, 8, 0
 12, 0, 9, 0
 12, 0, 10, 0
 12, 0, 11, 0
 12, 0, 12, 1
 12, 0, 13, 2
 12, 0, 14, 3
 12, 0, 15, 4
 12, 0, 16, 5
 12, 0, 17, 6
 12, 0, 18, 7
 12, 0, 19, 7
 13, 0, 0, 0
 13, 0, 1, 0
 13, 0, 2, 0
 13, 0, 3, 0
 13, 0, 4, 0
 13, 0, 5, 0
 13, 0, 6, 0
 13, 0, 7, 0
 13, 0, 8, 0
 13, 0, 9, 0
 13, 0, 10, 0
 13, 0, 11, 0
 13, 0, 12, 0
 13, 0, 13, 1
 13, 0, 14, 2
 13, 0, 15, 3
 13, 0, 16, 4
 13, 0, 17, 5
 13, 0, 18, 6
 13, 0, 19, 6
 14, 0, 0, 0
 14, 0, 1, 0
 14, 0, 2, 0
 14, 0, 3, 0
 14, 0, 4, 0
 14, 0, 5, 0
 14, 0, 6, 0
 14, 0, 7, 0
 14, 0, 8, 0
 14, 0, 9, 0
 14, 0, 10, 0
 14, 0, 11, 0
 14, 0, 12, 0
 14, 0, 13, 0
 14, 0, 14, 1
 14, 0, 15, 2
 14, 0, 16, 3
 14, 0, 17, 4
 14, 0, 18, 5
 14, 0, 19, 5
 15, 0, 0, 0
 15, 0, 1, 0
 15, 0, 2, 0
 15, 0, 3, 0
 15, 0, 4, 0
 15, 0, 5, 0
 15, 0, 6, 0
 15, 0, 7, 0
 15, 0, 8, 0
 15, 0, 9, 0
 15, 0, 10, 0
 15, 0, 11, 0
 15, 0, 12, 0
 15, 0, 13, 0
 15, 0, 14, 0
 15, 0, 15, 1
 15, 0, 16, 2
 15, 0, 17, 3
 15, 0, 18, 4
 15, 0, 19, 4
 16, 0, 0, 0
 16, 0, 1, 0
 16, 0, 2, 0
 16, 0, 3, 0
 16, 0, 4, 0
 16, 0, 5, 0
 16, 0, 6, 0
 16, 0, 7, 0
 16, 0, 8, 0
 16, 0, 9, 0
 16, 0, 10, 0
 16, 0, 11, 0
 16, 0, 12, 0
 16, 0, 13, 0
 16, 0, 14, 0
 16, 0, 15, 0
 16, 0, 16, 1
 16, 0, 17, 2
 16, 0, 18, 3
 16, 0, 19, 3
 17, 0, 0, 0
 17, 0, 1, 0
 17, 0, 2, 0
 17, 0, 3, 0
 17, 0, 4, 0
 17, 0, 5, 0
 17, 0, 6, 0
 17, 0, 7, 0
 17, 0, 8, 0
 17, 0, 9, 0
 17, 0, 10, 0
 17, 0, 11, 0
 17, 0, 12, 0
 17, 0, 13, 0
 17, 0, 14, 0
 17, 0, 15, 0
 17, 0, 16, 0
 17, 0, 17, 1
 17, 0, 18, 2
 17, 0, 19, 2
 18, 0, 0, 0
 18, 0, 1, 0
 18, 0, 2, 0
 18, 0, 3, 0
 18, 0, 4, 0
 18, 0, 5, 0
 18, 0, 6, 0
 18, 0, 7, 0
 18, 0, 8, 0
 18, 0, 9, 0
 18, 0, 10, 0
 18, 0, 11, 0
 18, 0, 12, 0
 18, 0, 13, 0
 18, 0, 14, 0
 18, 0, 15, 0
 18, 0, 16, 0
 18, 0, 17, 0
 18, 0, 18, 1
 18, 0, 19, 1
 19, 0, 0, 0
 19, 0, 1, 0
 19, 0, 2, 0
 19, 0, 3, 0
 19, 0, 4, 0
 19, 0, 5, 0
 19, 0, 6, 0
 19, 0, 7, 0
 19, 0, 8, 0
 19, 0, 9, 0
 19, 0, 10, 0
 19, 0, 11, 0
 19, 0, 12, 0
 19, 0, 13, 0
 19, 0, 14, 0
 19, 0, 15, 0
 19, 0, 16, 0
 19, 0, 17, 0
 19, 0, 18, 0
 19, 0, 19, 0

